restaurant_name,restaurant_url,restaurant_link,original_location,country,region,province,city,address,vegetarian_friendly,vegan_options,gluten_free,cuisines,popularity_detailed,popularity_generic,price_level,price_range,avg_rating,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
Picardy Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g7383676-d13414739,g7383676-d13414739,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Belvedere""]",England,Greater London,,Belvedere,"5 Picardy Street, Belvedere DA17 5QQ England",false,false,false,,#8 of 10 Restaurants in Belvedere,#10 of 15 places to eat in Belvedere,,,3.5,1,1,0,0,1,,,,,
Pickles Sandwich Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g1646049-d10037119,g1646049-d10037119,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Uxbridge""]",England,Greater London,,Uxbridge,"6 Glebe Avenue, Uxbridge England",false,false,false,,#70 of 99 Restaurants in Uxbridge,#91 of 150 places to eat in Uxbridge,,,4.5,1,3,0,0,0,,,,,
Pierrette,https://www.tripadvisor.co.uk/Restaurant_Review-g191259-d17388523,g191259-d17388523,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London""]",England,Greater London,,,"285 Mare Street The Paragon, E8 1GQ England",false,false,false,"Fast food, International, Asian, Deli, Fusion",#46 of 75 Restaurants in Greater London,#3979 of 6696 places to eat in Greater London,€,,4.5,1,1,0,0,0,,,,,
Pinch of Salt,https://www.tripadvisor.co.uk/Restaurant_Review-g1480935-d21277363,g1480935-d21277363,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Barnet""]",England,Greater London,,Barnet,"249 East Barnet Road, Barnet EN4 8SS England",false,false,false,"Cajun & Creole, Seafood, Grill",#88 of 108 Restaurants in Barnet,#99 of 140 places to eat in Barnet,€€-€€€,€5-€21,5,1,0,0,0,0,,,,,
Pink City,https://www.tripadvisor.co.uk/Restaurant_Review-g191260-d5431167,g191260-d5431167,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hayes""]",England,Greater London,,Hayes,"39-41 Coldharbour Lane, Hayes UB3 3EB England",false,false,false,,#66 of 84 Restaurants in Hayes,#68 of 101 places to eat in Hayes,€,,3,1,1,1,0,2,,,,,
Pink Salmon Express,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d23256037,g580427-d23256037,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"Unit 34A The Mercury Mall Mercury Gardens, Romford RM1 3EE England",false,false,false,"Japanese, Sushi, European, Swedish",#121 of 194 Restaurants in Romford,#145 of 268 places to eat in Romford,€€-€€€,,5,1,0,0,0,0,,,,,
Pizaza,https://www.tripadvisor.co.uk/Restaurant_Review-g1646063-d16923115,g1646063-d16923115,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Edgware""]",England,Greater London,,Edgware,"311 Hale Lane, Edgware HA8 7AX England",false,false,false,"Italian, Pizza, Fast food",#73 of 78 Restaurants in Edgware,#76 of 96 places to eat in Edgware,€€-€€€,€12-€23,3.5,1,2,1,1,0,,,,,
Pizza Express,https://www.tripadvisor.co.uk/Restaurant_Review-g191259-d15610649,g191259-d15610649,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London""]",England,Greater London,,,"26 Panton House Haymarket, SW1Y 4EN England",false,false,false,Pizza,#47 of 75 Restaurants in Greater London,#3989 of 6696 places to eat in Greater London,,,4.5,1,1,0,0,0,,,,,
Pizza Go Go,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d4911200,g580420-d4911200,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"51 Perth Road, Ilford IG2 6BX England",false,false,false,Pizza,#128 of 217 Restaurants in Ilford,#148 of 283 places to eat in Ilford,€,,3.5,1,5,0,0,1,,,,,
Pizza Go Go,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d7239635,g580418-d7239635,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"13 Woodcock Hill, Harrow HA3 0XP England",false,false,false,Pizza,#184 of 267 Restaurants in Harrow,#205 of 343 places to eat in Harrow,€,€5-€20,3.5,1,3,0,0,1,,,,,
Pizza Go Go Croydon,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d4924995,g504167-d4924995,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"248 London Road, Croydon CR0 2TH England",false,false,false,,#328 of 340 Restaurants in Croydon,#399 of 490 places to eat in Croydon,,,2.5,1,1,0,0,3,,,,,
Pizza Hot 4 U,https://www.tripadvisor.co.uk/Restaurant_Review-g3505898-d4911391,g3505898-d4911391,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wallington""]",England,Greater London,,Wallington,"49 Stafford Road, Wallington SM6 9AP England",false,false,false,Pizza,#31 of 48 Restaurants in Wallington,#39 of 60 places to eat in Wallington,,,4,1,2,1,0,0,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d17352054,g580418-d17352054,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"151 Greenford Road, Harrow HA1 3QN England",false,false,false,,#220 of 267 Restaurants in Harrow,#246 of 343 places to eat in Harrow,,,3,1,0,0,0,1,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g12882899-d5794686,g12882899-d5794686,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Haringey"", ""Crouch End""]",England,Greater London,Haringey,Crouch End,"34 Topsfield Parade Crouch End, Crouch End, Haringey N8 8PT England",false,false,false,Pizza,#7 of 10 Restaurants in Crouch End,#7 of 11 places to eat in Crouch End,,,4.5,1,1,0,0,0,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g1635502-d17382133,g1635502-d17382133,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Redbridge"", ""Woodford""]",England,Greater London,Redbridge,Woodford,"3 Rex Parade, Woodford IG8 7HU England",false,false,false,,#52 of 58 Restaurants in Woodford,#55 of 68 places to eat in Woodford,,,3,1,0,0,0,1,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g580416-d16826314,g580416-d16826314,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Greenford""]",England,Greater London,Ealing,Greenford,"197 Greenford Road, Greenford, Ealing UB6 8QY England",false,false,false,,#35 of 42 Restaurants in Greenford,#39 of 66 places to eat in Greenford,,,3,1,0,0,0,1,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g7383687-d5929720,g7383687-d5929720,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Coulsdon""]",England,Greater London,,Coulsdon,"84 Brighton Road, Coulsdon CR5 2NA England",false,false,false,"Pizza, Fast food",#5 of 5 Quick Bites in Coulsdon,#41 of 44 places to eat in Coulsdon,,,1.5,1,0,3,1,17,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g1646066-d16826479,g1646066-d16826479,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Southall""]",England,Greater London,Ealing,Southall,"66 South Road, Southall, Ealing UB1 1RQ England",false,false,false,,#72 of 75 Restaurants in Southall,#79 of 96 places to eat in Southall,,,2.5,1,0,0,1,2,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g528813-d17379858,g528813-d17379858,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hounslow""]",England,Greater London,,Hounslow,"292 Bath Road, Hounslow TW4 7DN England",false,false,false,,#120 of 182 Restaurants in Hounslow,#234 of 383 places to eat in Hounslow,,,5,1,0,0,0,0,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d17512697,g580418-d17512697,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"250 High Road, Harrow HA3 7BB England",false,false,false,,#156 of 267 Restaurants in Harrow,#176 of 343 places to eat in Harrow,,,4.5,1,1,0,0,0,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d17352064,g528820-d17352064,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"373 High Road, Wembley HA9 6AA England",false,false,false,,#149 of 157 Restaurants in Wembley,#169 of 206 places to eat in Wembley,,,2,1,0,0,0,3,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g503771-d17382121,g503771-d17382121,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Barking and Dagenham"", ""Barking""]",England,Greater London,Barking and Dagenham,Barking,"89 Longbridge Road, Barking IG11 8TB England",false,false,false,,#28 of 40 Restaurants in Barking,#34 of 64 places to eat in Barking,,,3,1,0,1,0,1,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g12692256-d16826366,g12692256-d16826366,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing""]",England,Greater London,,Ealing,"176 South Ealing Road Ealing, Ealing W5 4RJ England",false,false,false,,#37 of 50 Restaurants in Ealing,#177 of 336 places to eat in Ealing,,,4.5,1,1,0,0,0,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d16826344,g504182-d16826344,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"654b Fulham Road Fulham, Sutton SW6 5PE England",false,false,false,,#96 of 130 Restaurants in Sutton,#113 of 213 places to eat in Sutton,,,5,1,0,0,0,0,,,,,
Pizza Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g673605-d17373120,g673605-d17373120,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hounslow"", ""Feltham""]",England,Greater London,Hounslow,Feltham,"High Street Unit 4, Manor Park, Feltham, Hounslow TW13 4EX England",false,false,false,,#36 of 51 Restaurants in Feltham,#41 of 63 places to eat in Feltham,,,5,1,0,0,0,0,,,,,
Pizza Hut Delivery,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d7733646,g504167-d7733646,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"Delivery UNDER NEW OWNERSHIP 328 Brighton Road South Croydon, Croydon CR2 6AJ England",false,false,false,"Pizza, Fast food",#56 of 57 Quick Bites in Croydon,#422 of 490 places to eat in Croydon,€,,1.5,1,1,1,2,17,1.5,1.5,2,,
Pizza Hut Delivery,https://www.tripadvisor.co.uk/Restaurant_Review-g2089670-d10210858,g2089670-d10210858,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Barking and Dagenham"", ""Dagenham""]",England,Greater London,Barking and Dagenham,Dagenham,"Delivery 339 Valence Avenue, Dagenham RM8 3RA England",false,false,false,Pizza,#65 of 67 Restaurants in Dagenham,#73 of 89 places to eat in Dagenham,,,1.5,1,0,0,1,6,,,,,
Pizza Hut Delivery,https://www.tripadvisor.co.uk/Restaurant_Review-g1869831-d15769908,g1869831-d15769908,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ruislip""]",England,Greater London,,Ruislip,"Delivery 30 Victoria Road, Ruislip HA4 0AB England",false,false,false,Pizza,#72 of 80 Restaurants in Ruislip,#81 of 104 places to eat in Ruislip,,,2.5,1,0,0,0,2,,,,,
Pizza Hut Delivery,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d16826376,g504182-d16826376,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"79 The Broadway Wimbledon, Sutton SW19 1QE England",false,false,false,,#98 of 130 Restaurants in Sutton,#115 of 213 places to eat in Sutton,,,5,1,0,0,0,0,,,,,
Pizza Hut Delivery,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d12453744,g504167-d12453744,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"Delivery 30 London Road, Croydon CR0 2TA England",false,false,false,Pizza,#339 of 340 Restaurants in Croydon,#419 of 490 places to eat in Croydon,€€-€€€,€3-€23,1.5,1,0,0,1,6,,,,,
Pizza Napolitana,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d5122238,g504167-d5122238,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"74 Lower Addiscombe Road, Croydon CR0 6AB England",false,false,false,,#242 of 340 Restaurants in Croydon,#300 of 490 places to eat in Croydon,,,3.5,1,0,0,0,1,,,,,
Pizza Parlour,https://www.tripadvisor.co.uk/Restaurant_Review-g580413-d10048592,g580413-d10048592,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Enfield""]",England,Greater London,,Enfield,"187 Ordnance Road, Enfield EN3 6AB England",false,false,false,,#101 of 133 Restaurants in Enfield,#118 of 200 places to eat in Enfield,€,€5-€12,3.5,1,1,0,0,1,,,,,
Pizza Stop,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d4924347,g580418-d4924347,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"180 Kenton Road, Harrow HA3 8BL England",false,false,false,Pizza,#216 of 267 Restaurants in Harrow,#242 of 343 places to eat in Harrow,€€-€€€,,3.5,1,2,0,0,1,,,,,
PizzaExpress,https://www.tripadvisor.co.uk/Restaurant_Review-g1752250-d12380587,g1752250-d12380587,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames"", ""Surbiton""]",England,Greater London,Kingston upon Thames,Surbiton,"St Marks Hill, Surbiton, Kingston upon Thames KT6 4PJ England",false,false,false,Pizza,#85 of 88 Restaurants in Surbiton,#98 of 115 places to eat in Surbiton,,,3,1,1,1,1,1,,,,,
Planet Spice Indian Takeaway,https://www.tripadvisor.co.uk/Restaurant_Review-g2089670-d4477739,g2089670-d4477739,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Barking and Dagenham"", ""Dagenham""]",England,Greater London,Barking and Dagenham,Dagenham,"1 grand Parade, Dagenham England",false,false,false,"Indian, Fast food",#57 of 67 Restaurants in Dagenham,#63 of 89 places to eat in Dagenham,,,2,1,0,0,0,3,,,,,
Pond cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d12718777,g504167-d12718777,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"726 London road Thorton heath pond, Croydon CR7 7HW England",false,false,false,British,#238 of 340 Restaurants in Croydon,#296 of 490 places to eat in Croydon,€,,5,1,0,0,0,0,,,,,
Pret A Manger,https://www.tripadvisor.co.uk/Restaurant_Review-g12692256-d17573528,g12692256-d17573528,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing""]",England,Greater London,,Ealing,"45 High St, Ealing W5 5AW England",false,false,false,European,#48 of 50 Restaurants in Ealing,#256 of 336 places to eat in Ealing,,,3,1,1,0,0,2,,,,,
Pret Brent Cross Shopping Centre,https://www.tripadvisor.co.uk/Restaurant_Review-g12654710-d13369414,g12654710-d13369414,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Brent""]",England,Greater London,,Brent,"Prince Charles Drive unit 2, Brent Cross Shopping Centre, Brent NW4 3FP England",false,false,false,Deli,#1 of 3 Restaurants in Brent,#1 of 5 places to eat in Brent,,,4.5,1,3,0,0,0,,,,,
Prezzo - Romford,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d8072755,g580427-d8072755,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"Unit 10 91 Waterloo Road, Romford RM7 0AA England",false,false,false,Pizza,#100 of 194 Restaurants in Romford,#118 of 268 places to eat in Romford,,,4,1,4,0,0,0,,,,,
Prince Of Wales,https://www.tripadvisor.co.uk/Restaurant_Review-g1637597-d8708873,g1637597-d8708873,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley""]",England,Greater London,,Bromley,"52 Perry Rise, Bromley SE23 2QL England",false,false,false,Pub,#141 of 176 Restaurants in Bromley,#288 of 415 places to eat in Bromley,,,5,1,0,0,0,0,,,,,
Priory Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g13414390-d14431271,g13414390-d14431271,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Cheam""]",England,Greater London,,Cheam,"118 Church Hill Road, Cheam England",false,false,false,Cafe,#7 of 8 Restaurants in Cheam,#7 of 9 places to eat in Cheam,,,5,1,0,0,0,0,,,,,
Pyramid Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g580413-d10539059,g580413-d10539059,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Enfield""]",England,Greater London,,Enfield,"4 Brick Lane, Enfield EN3 5BA England",false,false,false,"Italian, Turkish",#90 of 133 Restaurants in Enfield,#105 of 200 places to eat in Enfield,€,€2-€9,4.5,1,1,0,0,0,,,,,
Q Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d19922429,g504167-d19922429,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"145 Wickham Road, Croydon CR0 8TE England",false,false,false,Cafe,#254 of 340 Restaurants in Croydon,#314 of 490 places to eat in Croydon,,,3.5,1,1,1,0,1,,,,,
Quick Bite,https://www.tripadvisor.co.uk/Restaurant_Review-g1646066-d13553505,g1646066-d13553505,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Southall""]",England,Greater London,Ealing,Southall,"27 South Road, Southall, Ealing UB1 1SU England",false,false,false,,#52 of 75 Restaurants in Southall,#55 of 96 places to eat in Southall,,,5,1,0,0,0,0,,,,,
Quiznos,https://www.tripadvisor.co.uk/Restaurant_Review-g191259-d19409043,g191259-d19409043,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London""]",England,Greater London,,,"Unit 45,Opposite WH Smith Southside Shopping Centre, SW18 4TF England",false,false,false,,#66 of 75 Restaurants in Greater London,#4967 of 6696 places to eat in Greater London,,,3,1,0,0,0,1,,,,,
RG Carribean,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d4570253,g504167-d4570253,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"296 High Street, Croydon CR0 1NG England",false,false,false,Caribbean,#187 of 340 Restaurants in Croydon,#232 of 490 places to eat in Croydon,€€-€€€,,4,1,6,0,1,0,4,4,4,,
Raineys Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g7383680-d13006473,g7383680-d13006473,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Biggin Hill""]",England,Greater London,,Biggin Hill,"160 Main Road, Biggin Hill TN16 3BA England",false,false,false,British,#14 of 14 Restaurants in Biggin Hill,#18 of 18 places to eat in Biggin Hill,€,€3-€6,3,1,0,2,0,1,,,,,
Raj Gate,https://www.tripadvisor.co.uk/Restaurant_Review-g1637597-d5775749,g1637597-d5775749,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley""]",England,Greater London,,Bromley,"12 Carlton Parade, Bromley BR6 0JB England",false,false,false,Asian,#134 of 176 Restaurants in Bromley,#279 of 415 places to eat in Bromley,,,5,1,0,0,0,0,,,,,
